Body,Date,Feedbacks,HelpfulFeedbacks,MemberID,ProductID,Rating,RealName,ReviewID,ReviewOrder,Title_x,Verified,Label,Sales Rank,Brand,Sales Price,Title_y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"After souring on Epson printers (C.R.A.P.), I love both of my Canons. They're not ink hogs (could be better though) and the heads aren't clogging up once a month. Here is a great deal for two cartridges at not much more than the usual cost of one. Color me impressed.",5/28/2007,5.0,5.0,A251M0RP8R5ZRY,B000BV0AYY,5.0,1.0,536881.0,151.0,Great value for a good product,0.0,0,0,Canon Office Products,30.0,Canon PGI-5BK 2PK,EAN->0750845826890,Binding->Electronics,IsAutographed->0,Brand->Canon,IsMemorabilia->0,Model->5,MPN->0628B009,PackageDimensions,ProductGroup->CE,Publisher->Canon Office Products,Studio->Canon Office Products,Title->Canon PGI-5BK 2PK,UPC->750845826890,,,,ItemDimensions,Label->Canon Office Products,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->Canon Office Products
"after some minor confusion, i'm VERY happy with the m240. at first, i was a bit annoyed as i couldn't get my computer to recognize it in MTP mode. grrr... the files on the disc provided would not open. grrrr... i went online to try and find some help but the product was not listed on the website. so no manual. grrrrr... i called tech support, went through the phone menu, and selected a different product since the m240 was not one of the choices. grrrrrr... i got an actual human almost immediately and explained to him that the m240 was not a choice so i just grabbed whoever was available. he had no problem with that and seemed very familiar with the m240. he walked me through the menu and had me switch the device to MSC mode. my computer immediately recognized it. i've been enjoying my favorite songs everyday since then. the clear plastic cover and velcro strap are nice additions to the product. file drag and drop is quick and easy. the graphic eq and voice recorder are great features for such an inexpensive device. my only complaint is that the earbud headphones don't fit into my ears. either they're a bit too big or my ears are too small.",3/27/2007,5.0,5.0,A32NY0ZWC32GQZ,B000BP50AY,5.0,1.0,539962.0,825.0,great product,0.0,0,5,SanDisk,79.99,SanDisk Sansa M240 1 GB MP3 Player (Silver),Brand->SanDisk,BatteriesIncluded->0,Color->Silver,Binding->Electronics,EAN->0619659024659,IsAutographed->0,IsMemorabilia->0,ItemDimensions,Label->SanDisk,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->SanDisk,Model->SDMX3-1024-A18,MPN->SDMX3-1024-A18,PackageDimensions,Platform->Not Machine Specific,Feature->Lightweight flash memory digital audio player--weighs just 1.5 ounces,Feature->1 GB memory holds 16 hours of MP3 and 32 hours of WMA audio,Feature->Microsoft PlaysForSure support for compatibility with wide range of online stores and subscription services,Feature->Integrated FM radio with 20 presets; built-in microphone and voice recorder,"Feature->Powered by single AAA battery, for up to 19 hours of usage"
"After several hours of research to decide which gps was the best one to buy, I finally choose this one. This does not have all the new functionality like fm transmitter, etc but this unit works great. I think less is better in this case. I have already updated maps of middle east since I live in Kuwait and it works perfectly. I have also updated maps of europe since I have traveled to Germany and Austria with this unit and it was amazing. Completely accurate every time. I actually had a tom tom with me and this unit and this unit was way more accurate than the tom tom. I am completely happy with this unit and its very easy to travel with, its the perfect size. I have not used the US maps that it came with yet but I know it will work perfectly since the other maps have done a great job. Great unit!!!!!",12/20/2008,0.0,0.0,A3GS1AJVKSX3FR,B000BKJZ9Q,5.0,1.0,543384.0,933.0,Simple and does the job!,0.0,0,20,Garmin,969.22,Garmin Nuvi 350 Pocket or Vehicle GPS Navigator with Integrated MP3 Player and Photo Viewer,Brand->Garmin,BatteriesIncluded->1,EAN->0753759050443,Binding->Electronics,"Feature->Compact 700 MB GPS navigator with bundled MP3/audiobook player, photo viewer, and world travel clock",IsMemorabilia->0,ItemDimensions,Label->Garmin,ListPrice,Manufacturer->Garmin,Model->010-00455-00,MPN->010-00455-00,PackageDimensions,ProductGroup->CE,Publisher->Garmin,SpecialFeatures->Distance,Feature->Small enough to fit in a pocket or purse; mounts on vehicle windshield with included suction cup,"Feature->Preloaded with City Navigator NT v.7 with maps of U.S., Canada, and Puerto Rico","Feature->Turn-by-turn directions, automatic routing, and 320 x 240 color touchscreen display",Feature->Secure Digital (SD) memory card slot; measures 3.87 x 2.91 x 0.87 inches (W x H x D); 1-year warranty,IsAutographed->0
"After seeing my friend's GPS pre-installed in his truck, I researched the market and decided on the Garmin 350.  I am very happy with ""Jill"", the named-voice that tells me to turn left or right, or continue straight for 9.3 miles.",5/30/2007,4.0,3.0,AWZ7W94QWIY1M,B000BKJZ9Q,5.0,0.0,543731.0,1280.0,Garmin Nuvi 350,0.0,0,20,Garmin,969.22,Garmin Nuvi 350 Pocket or Vehicle GPS Navigator with Integrated MP3 Player and Photo Viewer,Brand->Garmin,BatteriesIncluded->1,EAN->0753759050443,Binding->Electronics,"Feature->Compact 700 MB GPS navigator with bundled MP3/audiobook player, photo viewer, and world travel clock",IsMemorabilia->0,ItemDimensions,Label->Garmin,ListPrice,Manufacturer->Garmin,Model->010-00455-00,MPN->010-00455-00,PackageDimensions,ProductGroup->CE,Publisher->Garmin,SpecialFeatures->Distance,Feature->Small enough to fit in a pocket or purse; mounts on vehicle windshield with included suction cup,"Feature->Preloaded with City Navigator NT v.7 with maps of U.S., Canada, and Puerto Rico","Feature->Turn-by-turn directions, automatic routing, and 320 x 240 color touchscreen display",Feature->Secure Digital (SD) memory card slot; measures 3.87 x 2.91 x 0.87 inches (W x H x D); 1-year warranty,IsAutographed->0
"After several months of exhaustive research, and seemingly endless trips to BB and CC to compare models directly, I finally ended up purchasing this set. Amazingly, I have no regrets whatsoever.  That's right, zero buyer's remorse!  For the money (see the Target pricing in other reviews), you simply cannot do better than this set.  SD satellite is surprisingly good--even compared to my previous CRT.  After calibration DVDs are stunning.  HDTV finally gives me that 'looking out a window' feeling. Minor quibbles:  The remote is indeed very cheap.  I use an all-in-one learning remote anyway, so that's not an issue.  Some people don't like the glass in front of the screen; it does have an anti-glare coating, but it will give you some reflections depending on your viewing area (as will CRTs, and plasma).  Some people have reported problems with the image turning green occasionally when using the HDMI input.  Tech support will send you a new input box (easily swapped out with a couple of screws) that corrects the problem.  A few people have reported their sharpness setting not ""sticking"" on the component inputs.  I haven't had either of these issues. If you have a surround sound system, you can remove the factory speakers (below the screen in the image above), and lower it on its stand, so that it looks much more sleek, and plasma-like.  Careful though--this thing is heavy! I love this set.  Now that I've got it dialed in it looks better than any HDTV I've personally seen--regardless of price!",7/3/2006,11.0,11.0,A3HDLKSPHJKH2B,B000A6KQVW,5.0,1.0,554094.0,19.0,"The best value in flat panels (right now, anyway)",0.0,0,7789,Syntax Corporation,2399.99,"Syntax Olevia LT42HVi 42"" HD-Ready Flat-Panel LCD TV",Brand->Olevia,BatteriesIncluded->0,Color->Black Bezel,Binding->Electronics,DisplaySize->42,Feature->Detachable stereo speakers--25 watts apiece (50 watts total)--can be mounted at bottom or on sides,ItemDimensions,Label->Syntax Corporation,ListPrice,Manufacturer->Syntax Corporation,Model->LT42HVi,MPN->LT42HVI,PackageDimensions,ProductGroup->CE,Publisher->Syntax Corporation,"SpecialFeatures->nv:Display Area^42""|Aspect Ratio^16:9|Contrast Ratio^1600:1|Resolution^1366 x 768|Input Video Signal^NTSC|Input Video Signal^ATSC|Compatibility^VESA (100 mm X 200 mm)|Speakers^2|Inputs^S-Video|Inputs^Audio|Inputs^15 pin D-Sub|Inputs^Component In|Inputs^Composite RCA|Inputs^HDMI In|Inputs^Service|Input Terminals Video^Y, Pb/Cb, Pr/Cr|Input Terminals Video^Analog RF|Input Terminals Video^Digital RF|Outputs^Audio|Power Consumption^220W",EAN->0872303008300,Feature->42-inch TFT LCD television with 1366 x 768 WXGA pixel resolution; 43.2 x 34.8 x 11 inches (W x H x D) with stand,"Feature->Compatible with 480i, 480p, 720p, and 1080i inputs from optional HD receiver, DVD players, and other components","Feature->3:2 pulldown detection and reversal, 3D Y/C digital comb filter, 800 cd/m2 brightness rating, and 1200:1 contrast ratio","Feature->Inputs: 1 composite, 1 S-Video, 1 component, 1 HDMI, 1 VGA"
"After skimming through the other reviews I have to aggree with most of them.  The notebook was fast and more than adequate for school.  It played DVDs well and accepts aftermarket software to its nice memory space without slowing down performance. On the downside... It DID get very hot from use and the battery life was very very short.  Even after reconditioning the battery a few times it only gained a marginal increase in battery life.  It doesn't handle gaming very well.  The frame rate was ridiculously slow if a lot is going on in the game and the loading times were exceptionally long.  But, nobody ever said this was a gaming computer and it isn't the reason I bought the thing. For my conversion from desktop to notebook, I was happy with the decision.  I only wish I hadn't bought it so soon after it entered the market as I paid top dollar not knowing that the depreciation over one single year was 50% of the original cost. Don't get me started on the customer service.  Absolutely worthless and time-consuming to tackle.  All I can say is don't hold your breath for them to ""give you a call sometime"" to resolve any issues or get some information to you.  Whatever you do while on the phone with CS, don't trashtalk any species of the bovine pursuasion. Very Happy with the computer but not with the service!!!",6/30/2006,4.0,4.0,A3FWFASHUFIYB7,B0009XSKZ0,3.0,1.0,557058.0,35.0,Computer vs Tech Support,0.0,0,223,Hewlett Packard Office,1375.0,"HP Special Edition L2005US 14"" Notebook PC (AMD Turion 64 Mobile Technolgy ML-30, 512 MB RAM, 80 GB Hard Drive, DVD?R/RW/CD-RW Combo Drive)",Brand->Hewlett-Packard,BatteryType->Lithium Ion,ComputerHardwareType->Notebook Computer,Binding->Personal Computers,CPUManufacturer->AMD,"Feature->Integrated 54g wireless LAN with 125 HSM/SpeedBooster support, built-in Ethernet, 56K modem","Feature->Three USB 2.0 ports, one FireWire port, one S-Video out, one PC Card/CardBus slot supporting one Type I/Type II card, multiformat memory card reader","Feature->Comes with Windows XP Professional Edition, Service Pack 2 installed",Feature->$50 from each notebook purchase goes to the Lance Armstrong Foundation (LAF). The LAF provides the practical tools and information that people living with cancer need to live strong.,FloppyDiskDriveDescription->None,GraphicsMemorySize->128,HardDiskSize->80,ItemDimensions,KeyboardDescription->101-key compatible,Label->Hewlett Packard Office,ListPrice,CPUSpeed->1.6,CPUType->AMD Turion 64,DisplaySize->14,EAN->0882780073890,"Feature->1.6 GHz AMD Turion 64 ML-30, 80 GB hard drive, 512 MB RAM (2 GB max), dual layer DVD+/-RW drive"
"After seeing the advertisement for this product I thought it sounded like the perfect solution for our little newborn who drinks way too fast from the playtex nursers. Turns out after spending almost thirty dollars to get these home, she can't use them. They were too hard for her to nurse from. After a very frustrating 10 minutes, she was only able to get one ounce of milk and sucked in a lot of air from all the fussing that happened during those ten minutes. That didn't help her spitting up problem. I read other reviews from other websites and found that many mothers of newborns said these bottles were just too hard for new babies. Maybe later they will be useful, but for now they are just collecting dust in my cabnit. On the plus side, they are compatible with the avent nipples, so maybe we will at least get to use the bottle portion of this set.",1/22/2006,10.0,9.0,A35TDG1DKJOG39,B0009S4TQY,2.0,1.0,558790.0,7.0,"great concept, needs work",0.0,0,2016,Toys,13.0,Second Nature 4oz  Nurser - 3pk,Brand->Second Nature/Regal Lager,BatteriesIncluded->0,ClothingSize->Nursers 3 Pk,Binding->Baby Product,EAN->0606285000980,Label->Toys,ListPrice,Manufacturer->Toys,PackageDimensions,ProductGroup->Baby Product,Publisher->Toys,ReleaseDate->2006-09-08,Size->Nursers 3 Pk,Studio->Toys,Title->Second Nature 4oz  Nurser - 3pk,UPC->606285000980,Feature->All-stages nipple designed to work similarly to mother's breast,Feature->Baby controls the flow of these spill-proof bottles,"Feature->Includes pearlized dome, cap, ring and all-stages nipple",Feature->Microwave and freezer safe,"Feature->6.5Hx3W"""
"After spending 2 months trying to swadle my son with tiny receiving blankets, I heard about this product. And I am so glad that I did. Although my son is very active and strong, he could not succeed taking his arms out of it, and he slept longer periods.",1/16/2006,1.0,1.0,A39X90BVFJ6D9Y,B0009QYTIE,5.0,0.0,559439.0,129.0,A must..,0.0,0,58,Kiddopotamus & Co,10.99,"Swaddleme« Adjustable Infant Wrap Microfleece Large, Blue",Brand->Kiddopotamus & Co,BatteriesIncluded->0,ClothingSize->L,Binding->Baby Product,Color->Bl,Feature->Birth to 3 monts,Label->Kiddopotamus & Co,ListPrice,Manufacturer->Kiddopotamus & Co,Model->10113,PackageDimensions,ProductGroup->Baby Product,Publisher->Kiddopotamus & Co,ReleaseDate->2006-09-22,Size->L,Studio->Kiddopotamus & Co,EAN->0750849101139,Feature->Soft fabric wings hug your baby close and stay securely in place with self-fasteners so baby stays comfortably swaddled all night long.,"Feature->As baby grows, wings adjust for a perfect, customized fit for your baby.",Feature->Easy diaper changes!  The leg pouch pops down for easy diaper checks with no need to unwrap baby's arms.,Feature->SwaddleMe on the go!  The harness access slit allows the SwaddleMe to be used in car seats and strollers.
"After selling two computers, yes two, to my parents i decided to get something that was gonna last for many years, and something that i could do anything on that i could do on a desktop. Also something that was portable was what i wanted most. After searching and searching and countless computers, i realized i was gonna have to pay the BIG bucks to achieve what i wanted. I had saw the Qosmio but had always hated how ""finger printed"" up the interior looked when i saw them in stores, from people using them. Its a pet peave that i don't like prints or smudges for that matter. So after a lot of thought i went for the F25 from a website called Clearance Club for 1349 plus tax, i didnt think it was a bad deal till i saw the F25 on the Toshiba Direct site for 1099$, so i thought i just got ripped. After careful consideration i looked at the G25 which was only a few hundred dollars more, 1349!! to be exact, they didnt have any in stock until a few days later so i said what the hell and went for it, even though i wasnt to fond of the gargantuen 17"" screen. Well having gotten the G25 when i still had the F25 i decided why not test them side by side, being that it was a weekend and couldnt ship the other back yet. Here's the Pro's and Con's i found. F25-Sharp Clean Picture G25-A Bit Brighter, although maybe to bright? F25-Great Harman Kardon speakers, very loud and bassy G25-Same speakers although not as loud,(i must point out both of these were refurbished for one reason or another, so the speakers or sound card may have been the issue here) F25-Basic 100gig hard drive, seems like a lot until you record live TV. G25-Serial ATA 120 gig, double hard drives, 20 gigs makes a difference. F25-Nvidia Geforce 6600 Go Graphics Card-64mb-Doom 3 1024x768 low quality. G25-Nvidia Geforce 6600 Go Graphics Card-128mb-Doom 3 1024x800 High Quality-Its noticeble side by side. No hesitation. Also 1440x900 Max screen resolution. F25-WiFi b/g Wireless G25-Same F25-15.4 inch wide screen,Very Light, Good for toating around. G25-17.4 inch wide screen, Very Heavy, Not good for toating around. Although better for movies at home. F25-Darker Black Interior-Smudges aren't AS noticeble, but still bad. G25-The thing i hate most,terrible at fingerprints and smudges, has a slightly glossier black face. F25-Good DVD-R-RW multi burner, basic pop-out from the side. G25-Very cool DVD-R-RW multi Burner, inserts from the front, slide in compartment. Burns a little quicker than the F25 i think. Loads loud though, minor issue. F25-1.86 pentium 750M processor, centrino. G25-2.01 Pentium 760M Processor, Centrino. F25-1024 gig of RAM G25-1 gig F25-Refurbished-Cheapist anywhere, Toshiba Direct-1099$, New on other sites, anywhere from 1600, to 2000$. G25-Refurbished-Cheapest anywhere, Toshiba Direct-1349, New on other sites anywhere from, 1549$ to 3000$. So with all these side by side the differences are very minor between the F25 and the G25, there were certain things i liked better abuot each but when it came to mas-multi tasking and just over all ability i had to go for the G25 even though its not perfect its the best your gonna get for a laptop, multimedia center. All others definately fall short when it comes to the specs this thing has. Basic laptops even HP's higher series most come with an ATI Radeon 200M which u can't even put on medium resolution 800x600 for Doom 3 or Farcry. Even some of the higher end Hp's come with a Nvidia Geforce 7300 go, which is a low end 7 series, not even as good as the 6600. So though its pricey and huge and shows ugly smudges(though easy to clean), i must say this is the pinaccle of laptops on the market now.",5/31/2006,16.0,15.0,ANNLMATZ4GOJP,B0009PHH2K,4.0,0.0,560289.0,10.0,I'll take the good over the bad on this one.,0.0,0,413,Toshiba,2999.99,"Toshiba Qosmio G25-AV513 17"" Notebook PC (Intel Pentium M Processor 760 (Centrino), 1 GB RAM, 120 GB Hard Drive, SuperMulti DVD Double Layer Drive)",Brand->Toshiba,BatteriesIncluded->0,CPUManufacturer->Intel,Binding->Personal Computers,CPUSpeed->2,"Feature->4 USB 2.0, 1 FireWire, S-Video/Composite in","Feature->nVidia GeForce 6 Go 6600 with 128 MB dedicated video memory, Intel PRO/Wirelesss, RJ-45 Ethernet, V.90 data/fax modem","Feature->Windows XP Media Center 2005, Microsoft Works (Version 8), Microsoft Office OneNote 2003",FloppyDiskDriveDescription->None,GraphicsMemorySize->128,HardDiskSize->120,ItemDimensions,Label->Toshiba,ListPrice,Manufacturer->Toshiba,Model->PQG20U-10K00E,CPUType->Intel Pentium M,DisplaySize->17,EAN->0032017339248,"Feature->2.0 GHz Pentium M, 533 MHz front side bus","Feature->1 GB DDR2 SDRAM memory, two 60 GB hard drives, DVD SuperMulti Double Layer drive"
"After some months with what I thought was an excellent product, the CD playing started skipping, even doing so after extensive cleaning. It always seems to skip certain tracks and certain CDs even when they play perfectly in other systems. I don't know how the price got up to 139.99 (it was in the $50 range when I bought it) but it isn't worth that, not by a long shot.",1/8/2009,0.0,0.0,A3CFMRO7JJB3NH,B0009FUAQ0,2.0,1.0,563723.0,11.0,Works for a short while,0.0,0,394,RCA,49.99,RCA RCD152 Portable CD Player,EAN->0044319402728,Binding->Electronics,"Feature->Includes CD player, cassette player/recorder, and AM/FM tuner",Brand->RCA,Feature->EQ presets and Dynamic Digital Bass Boost optimizes sound,ListPrice,Manufacturer->RCA,Model->RCD152,MPN->RCD152,PackageDimensions,ProductGroup->CE,Publisher->RCA,Studio->RCA,Title->RCA RCD152 Portable CD Player,UPC->044319402728,Warranty->1 year warranty,Feature->Plays CD-R/RWs and standard compact discs,Feature->Programmable 20-track CD memory allows you to store and playback songs,Feature->Measures 15.04 x 6.81 x 10.24 inches (W x H x D),ItemDimensions,Label->RCA
"After seeing this product in action from my co-worker at work, I had to purchase one!  It does run hot to touch when used in a vehicle on a hot day without air conditioning.  There is a large interior heat sink in the back, and this makes the display blur after it gets hot.  When the small unit cools down, the blurred display gets restored to normal operation.  I am concerned about the long-term life of this unit, given how warm it runs.  I have used it for 13 months every day without issue.",5/20/2007,0.0,0.0,A3JJ6HXCP57F35,B0009AG988,5.0,1.0,564654.0,6.0,Howard Stern Radio,0.0,0,27155,Xact,149.99,Sirius Satellite Receiver Vehicle Package,Brand->Xact,BatteriesIncluded->0,EAN->0840521007948,Binding->Electronics,Feature->Everything you need to listen in your vehicle including the XACT XTR7 SIRIUS Satellite receiver,Model->XTR7CK,MPN->XTR7CK,NumberOfItems->1,PackageDimensions,ProductGroup->CE,Publisher->Xact,Studio->Xact,Title->Sirius Satellite Receiver Vehicle Package,UPC->840521007948,,,"Feature->Includes XTR7 receiver, IR remote, car power adapter, docking cradle, and antenna",ItemDimensions,Label->Xact,ListPrice,Manufacturer->Xact
"After searching for and a few different brands of battery rechargers, I have found this to be the best.  It simultaneously charges the most batteries of various types and sizes: NiMH, NiCad, or rechargeable alkaline.  Gives a clear indication when battery is charging and when it is fully charged. I now own two of these units!",2/18/2008,2.0,2.0,A35L98ZTG67CXK,B0008GO796,5.0,1.0,566392.0,5.0,Best battery recharger I have found,0.0,0,209,Rayovac Corporation,35.49,"RAYPS3 3-IN-1 Battery Recharger, For One-9V/C/D/AA/AAA Batteries",ItemDimensions,Binding->Office Product,Label->Rayovac Corporation,Brand->Rayovac Corporation,ListPrice,"Title->RAYPS3 3-IN-1 Battery Recharger, For One-9V/C/D/AA/AAA Batteries",,,,,,,,,,,Manufacturer->Rayovac Corporation,MPN->PS3-EA,ProductGroup->Office Product,Publisher->Rayovac Corporation,Studio->Rayovac Corporation
"After searching every review I could find online about DVRs I finaly settled on this model from Panasonic. It had all the features I wanted and Amazon's price was fantastic.$110 less than Circut City localy and their price on the web to. No sales tax either. I did spring for the 2 day shipping even though it came with free super saver shipping. I wanted it before Thanksgiving, they shipped it on Monday and I recieved it on Wednessday afternoon. I played with it a while Wednessday evening and set it to record manualy then left for the holiday, came home and all the movies I would have otherwise missed were waiting for me. The TV guide works perfectly with no cable box, just standard cable from Adelphia. Alhtough it didnt download correctly unil Sunday night, it is working great now. I had set it to record 12 movies and 6 hours of regular shows while I was gone for the holiday, all on standard play. I had 48 minutes of record time left after all of that, and several of the movies were 3 hours long and the rest were 2 hours. Now that is a LOT of recording! Playback is perfect, just like watching original programming. Searching is fast and easy. I havent tried editing or burning to disc yet, but it looks to be simple and quick to learn. I highly recomend this product, along with Amazon's price and service.",11/28/2005,8.0,7.0,A2QYGQB374LH7L,B0007YFQCG,5.0,0.0,569175.0,29.0,Great machine... does all I want and more,0.0,0,16576,Panasonic,399.99,Panasonic DMR-EH50S DVD Recorder with 100 GB Hard Drive Recording,EAN->0037988252626,Binding->Electronics,Feature->Dual recording - View a DVD while recording on hard drive,Brand->Panasonic,Feature->Sized for home-theater connectivity,ItemDimensions,Label->Panasonic,ListPrice,Manufacturer->Panasonic,Model->DMR-EH50S,MPN->DMR-EH50S,NumberOfItems->1,PackageDimensions,ProductGroup->CE,Publisher->Panasonic,Studio->Panasonic,Feature->Progressive-scan play compatible,Feature->Linear PCM audio and Dolby Digital audio record and play,"Feature->Can record DVD-RAM, DVD-R, +R and DVD-RW discs; and can play back DVD-RAM, DVD-R, DVD+R, DVD-RW, DVD+RW, DVD-Audio, DVD-video, Video CD, Audio CD (CD-DA) and CD-R/RW MP3 or JPEG formatted discs",IsAutographed->0,IsMemorabilia->0
